geo_level,geo_code,geoid,name,total,rural,rural-female,rural-female-0,rural-female-1,rural-female-10,rural-female-11,rural-female-12,rural-female-13,rural-female-14,rural-female-15,rural-female-16,rural-female-17,rural-female-18,rural-female-19,rural-female-2,rural-female-20,rural-female-21,rural-female-22,rural-female-23,rural-female-24,rural-female-25,rural-female-26,rural-female-27,rural-female-28,rural-female-29,rural-female-3,rural-female-30,rural-female-31,rural-female-32,rural-female-33,rural-female-34,rural-female-35,rural-female-36,rural-female-37,rural-female-38,rural-female-39,rural-female-4,rural-female-40,rural-female-41,rural-female-42,rural-female-43,rural-female-44,rural-female-45,rural-female-46,rural-female-47,rural-female-48,rural-female-49,rural-female-5,rural-female-50,rural-female-51,rural-female-52,rural-female-53,rural-female-54,rural-female-55,rural-female-56,rural-female-57,rural-female-58,rural-female-59,rural-female-6,rural-female-60,rural-female-61,rural-female-62,rural-female-63,rural-female-64,rural-female-65,rural-female-66,rural-female-67,rural-female-68,rural-female-69,rural-female-7,rural-female-70,rural-female-71,rural-female-72,rural-female-73,rural-female-74,rural-female-75,rural-female-76,rural-female-77,rural-female-78,rural-female-79,rural-female-8,rural-female-80+,rural-female-9,rural-female-unspecified,rural-male,rural-male-0,rural-male-1,rural-male-10,rural-male-11,rural-male-12,rural-male-13,rural-male-14,rural-male-15,rural-male-16,rural-male-17,rural-male-18,rural-male-19,rural-male-2,rural-male-20,rural-male-21,rural-male-22,rural-male-23,rural-male-24,rural-male-25,rural-male-26,rural-male-27,rural-male-28,rural-male-29,rural-male-3,rural-male-30,rural-male-31,rural-male-32,rural-male-33,rural-male-34,rural-male-35,rural-male-36,rural-male-37,rural-male-38,rural-male-39,rural-male-4,rural-male-40,rural-male-41,rural-male-42,rural-male-43,rural-male-44,rural-male-45,rural-male-46,rural-male-47,rural-male-48,rural-male-49,rural-male-5,rural-male-50,rural-male-51,rural-male-52,rural-male-53,rural-male-54,rural-male-55,rural-male-56,rural-male-57,rural-male-58,rural-male-59,rural-male-6,rural-male-60,rural-male-61,rural-male-62,rural-male-63,rural-male-64,rural-male-65,rural-male-66,rural-male-67,rural-male-68,rural-male-69,rural-male-7,rural-male-70,rural-male-71,rural-male-72,rural-male-73,rural-male-74,rural-male-75,rural-male-76,rural-male-77,rural-male-78,rural-male-79,rural-male-8,rural-male-80+,rural-male-9,rural-male-unspecified,urban,urban-female,urban-female-0,urban-female-1,urban-female-10,urban-female-11,urban-female-12,urban-female-13,urban-female-14,urban-female-15,urban-female-16,urban-female-17,urban-female-18,urban-female-19,urban-female-2,urban-female-20,urban-female-21,urban-female-22,urban-female-23,urban-female-24,urban-female-25,urban-female-26,urban-female-27,urban-female-28,urban-female-29,urban-female-3,urban-female-30,urban-female-31,urban-female-32,urban-female-33,urban-female-34,urban-female-35,urban-female-36,urban-female-37,urban-female-38,urban-female-39,urban-female-4,urban-female-40,urban-female-41,urban-female-42,urban-female-43,urban-female-44,urban-female-45,urban-female-46,urban-female-47,urban-female-48,urban-female-49,urban-female-5,urban-female-50,urban-female-51,urban-female-52,urban-female-53,urban-female-54,urban-female-55,urban-female-56,urban-female-57,urban-female-58,urban-female-59,urban-female-6,urban-female-60,urban-female-61,urban-female-62,urban-female-63,urban-female-64,urban-female-65,urban-female-66,urban-female-67,urban-female-68,urban-female-69,urban-female-7,urban-female-70,urban-female-71,urban-female-72,urban-female-73,urban-female-74,urban-female-75,urban-female-76,urban-female-77,urban-female-78,urban-female-79,urban-female-8,urban-female-80+,urban-female-9,urban-female-unspecified,urban-male,urban-male-0,urban-male-1,urban-male-10,urban-male-11,urban-male-12,urban-male-13,urban-male-14,urban-male-15,urban-male-16,urban-male-17,urban-male-18,urban-male-19,urban-male-2,urban-male-20,urban-male-21,urban-male-22,urban-male-23,urban-male-24,urban-male-25,urban-male-26,urban-male-27,urban-male-28,urban-male-29,urban-male-3,urban-male-30,urban-male-31,urban-male-32,urban-male-33,urban-male-34,urban-male-35,urban-male-36,urban-male-37,urban-male-38,urban-male-39,urban-male-4,urban-male-40,urban-male-41,urban-male-42,urban-male-43,urban-male-44,urban-male-45,urban-male-46,urban-male-47,urban-male-48,urban-male-49,urban-male-5,urban-male-50,urban-male-51,urban-male-52,urban-male-53,urban-male-54,urban-male-55,urban-male-56,urban-male-57,urban-male-58,urban-male-59,urban-male-6,urban-male-60,urban-male-61,urban-male-62,urban-male-63,urban-male-64,urban-male-65,urban-male-66,urban-male-67,urban-male-68,urban-male-69,urban-male-7,urban-male-70,urban-male-71,urban-male-72,urban-male-73,urban-male-74,urban-male-75,urban-male-76,urban-male-77,urban-male-78,urban-male-79,urban-male-8,urban-male-80+,urban-male-9,urban-male-unspecified
country,KE,country-KE,Kenya,38610097,26122722,13209075,412072,363382,436772,308411,391720,342464,327942,313970,296841,269903,285812,222694,440804,317168,195152,234105,209874,201131,265174,175034,172601,182641,149819,424921,265214,120455,158466,111829,118639,205742,116703,108290,119400,99800,434267,196004,77360,87544,70225,65470,133845,81100,77103,83026,74921,420286,136020,56519,59543,49758,49760,75594,49699,59707,36593,46664,425335,96506,38994,31703,30706,35201,49925,28841,30986,23131,32300,384812,64982,19408,19554,18746,20133,27604,14543,15421,15279,22857,410703,177908,382099,5445,12913647,420982,373409,462383,307303,426985,359022,359182,344713,323323,304443,326738,237052,450684,297818,186052,206249,181942,173586,223914,151790,157997,145992,133466,430001,221892,118055,137012,102432,109029,181860,103602,100269,97888,89688,449533,168010,74465,81642,62185,60090,116230,75171,67691,71498,69219,437634,113685,53984,58636,46299,45928,69209,49438,58654,35702,42900,439149,84676,39187,35068,31453,31013,42490,23247,30507,21372,24236,396641,52388,17436,20652,19422,17712,23287,14199,14624,13240,15207,420732,128790,396040,6323,12487375,6208564,193022,159027,149139,115767,141210,133113,123004,122347,124781,130110,145066,134366,174488,200971,143242,181384,172842,165129,195534,143767,134993,143051,109496,171510,171361,72401,104593,67685,71828,111791,63412,58043,68633,52457,165374,91739,34038,45718,34864,29613,58222,35552,31763,33275,28662,158796,49503,19708,22131,17442,17476,25005,16648,17540,12035,13002,151772,28017,10188,9598,8568,9100,13737,7417,7857,6145,7273,143538,17061,4666,5065,4779,4606,7173,3702,3641,3722,4733,143085,46668,144621,4163,6278811,195861,162260,150328,111109,140686,128686,119629,114804,111453,119172,130077,111878,176812,151212,118423,147558,145561,145704,179774,135838,143152,138405,118788,172259,186875,91769,121933,79731,88307,140270,75495,72701,77061,65527,168638,111493,45931,59524,42704,37550,72071,44717,40754,39241,38684,163080,56785,26661,30634,23077,22657,30338,21114,21678,14840,15593,151161,28235,12736,12388,10580,9861,13513,6798,8634,6061,6293,144729,13390,4592,5428,4985,4296,5900,3541,3415,3183,3237,140388,30335,143115,5155
